$\delta_L$,$\gamma_L$,$n_y$,$\theta_L$,$\eta_x$,$\omega_x$,$m_x$,$\delta_x$,$\gamma_x$,$\theta_x$,$\rho_x$
0.8609619432634519,0.9639786268159181,2.4435780930619844,0.18548441337626853,0.3461489902260178,613.4962195337299,4.101551817962744,0.02835413552060665,0.03203420562077497,0.137041423595708,4.635465072085095
0.3822321713733672,0.7813605527966927,2.7997705858101085,0.34282342020830336,0.292541370488211,351.59409059577035,2.8365559138856606,0.013534369164216332,0.9785703413664881,0.39170786258204926,2.498303062866586
0.3627612635592522,0.6079055938773098,1.7165040024535985,0.1557682309346069,0.38898333671181506,188.4676919638253,2.466042782770075,0.01492894807845688,0.956449510836453,0.21743250966386388,6.5658922576780165
0.6424917682299516,0.35720817622807266,1.7501264292716536,0.3092150070787387,0.41116760760655174,460.77788386445644,2.2715068786126884,0.023998146976169275,0.32068276775771576,0.058295464807626735,2.7861509275348313
0.10165207545502863,1.360446562782979,1.1304655068565737,0.10590265539602535,0.319925270911396,546.6334915869637,1.7018981160815099,0.016003722631865613,0.6230234114097534,0.41643975508267544,5.424057794666648
0.3706657867610292,0.6358787157775342,2.549136109762749,0.21701412423177413,0.3757122574583126,594.5294337433226,1.646406870281817,0.029170746997380762,0.16518738527878024,0.11963802427352906,2.515477537463518
0.8411436443669963,0.47729840781115973,1.7133267797417637,0.29216059624290175,0.5486264455870313,232.047940272946,3.4332781534882004,0.01836463596511881,0.5109406500885412,0.11321782764181909,4.382646462380016
0.31115365525964617,0.06017557866360701,3.2935637930872463,0.12937763298277744,0.40491570955493766,334.9637762815048,2.09749397290213,0.024385643205378223,0.2039967737376363,0.2304781405717443,9.562688419946596
0.4061925858456002,0.017782524747807282,1.5014076072747902,0.18278961868368873,0.6130258426095558,597.9871783982103,1.7824200256546154,0.017243115930164147,0.5136802848470949,0.020051734728140452,3.5475309501048935
0.30376179544580556,0.22949983738219992,3.008050394533318,0.2166279835467787,0.4414304570432285,10.725670796861777,2.3356566878814546,0.01661586943483697,0.23925440813771315,0.3733227408383022,5.10124240011354
0.6798454847760834,0.5628699272832465,2.0664264768242804,0.17847934464401732,0.6508962907913571,401.2838578091088,2.564616914843792,0.028403409537399782,0.588038975136987,0.04494318826560814,3.959301280164495
0.07422539111121534,0.7149817035633024,2.5099601551265467,0.16247931215726927,0.6890782525070729,100.36019137385188,2.0047203825913917,0.010201321239888091,1.7658833516799222,0.5039884061784412,6.079254522168304
0.2165464079531336,1.092620199821949,2.4593113753265143,0.3162300535285205,0.32065378339412226,655.753315877681,1.9651258929238065,0.013317831273745435,0.26257839234451946,0.2730542790196439,6.462219151547297
0.44429991034975824,0.6810540264518904,1.9122579591126911,0.0723495969141382,1.2137790093477512,18.026710780800784,2.4158019496939183,0.020710901428947322,0.8151789825970955,0.30172940116108554,6.058264434555419
0.5377215943352189,0.7972029931996114,2.128256722651083,0.473388411727387,0.4902084052598447,267.1339045162737,2.6158253947651477,0.029609928457143768,0.5617189059891049,0.17943059931860084,2.756930009947032
0.41201517534211507,1.4995787706479557,1.6426198434967145,0.2911845527414677,0.41119268656721225,73.5591040289674,3.378439454697246,0.012409104438130451,1.2687772689400327,0.5169911948354653,5.871127583156111
0.09061370660176393,1.821486960896025,1.167157655737023,0.371723867941148,0.45880722551923664,367.79158261605437,1.7855804543390326,0.012873629114091031,1.1556598425868763,0.5744903828981369,5.45123641029398
0.39143401523049837,1.4180984240927965,1.047229155744201,0.4112226445569783,1.116154687946923,717.4251349317477,1.950724188581674,0.01688173161658394,0.9731351097161065,0.11476223666691088,4.6786710602677966
0.10031669964112339,1.6659049791589928,1.609677631658728,0.08262100373908426,0.46781703077137665,62.43505608279935,1.6272921913821878,0.028149694198425362,2.439552812907981,0.3307107393509962,5.7401825538442495
0.5848877720894824,0.6404119104515023,1.8441597195492017,0.27411806633730035,0.24627507429012604,125.48871203317617,1.905119639323205,0.01564737793276458,0.545293185702834,0.11850180453704551,8.219275481323098
0.4805710222535686,0.7308943915534104,2.4679311792393337,0.5584395784740814,0.8329396764155257,85.56641227981407,1.1623992605185287,0.01947216351722825,0.6147236842590198,0.04900243913285862,4.770913693409686
0.2706016202082575,0.23866453959847278,2.7329594109099795,0.1900281797713575,0.5109521613869166,145.96179946507823,2.705344210955522,0.012144697704807968,0.8470617140172907,0.32011103020315207,7.0678903665697845
0.14258983217011076,2.4625497610996643,1.855813360658683,0.3814265669417982,0.6196582442954366,492.97024803298973,1.7397569661407974,0.010174910902837885,0.16323181342821486,0.5294929401416633,0.738505223617949
0.7430051157795425,1.037347974412155,2.1910105833667535,0.29398404521285465,0.41227519476210456,430.1921101066589,4.223837912794689,0.01203946074865315,0.5185679599367324,0.616328052232581,0.11157737469252904
0.20469391650905763,0.6219539700659018,4.618604496926855,0.05232425882578376,0.3846745693987113,157.97255271303135,2.374474901311358,0.03080360371884158,0.7889033427860891,0.5517952065413627,8.333844235883602
0.5969620595488813,2.9751617440206486,1.3693733995191024,0.45571500653091246,0.34621979834818073,544.7518905391455,1.680391417741628,0.010604889610580153,0.3137103405668131,0.14914788995368905,5.289977141100906
0.6955343436386081,0.6294113097660581,1.356941025666671,0.19193514258765287,0.49453047780265347,450.9660705378509,2.7778045634540725,0.022406408428157394,0.16652532011914112,0.09804795665085939,2.4918293186565545
0.11639431855268781,1.7157124244469295,1.519860308594462,0.3151948990821055,0.5503563848031613,284.7908254848236,1.131179376583893,0.025562140022200308,1.6143934897498329,0.49303014595043315,1.0417220831022203
0.5565836767027668,1.9517524396932378,2.4850745291463228,0.22584549928465703,0.2987825431124024,139.33678736914487,3.268602679674852,0.020740893522226984,3.3271498164563127,0.63072013488871,4.255353479789894
0.17463641479064743,4.845708945037648,3.3220515067994123,0.8671102611774262,0.3265224078606942,734.4697130637317,1.6834117193978486,0.017212249599189856,0.31769024103304183,0.3070893614918812,9.689428183681716
0.5595316060927183,2.9225244382303344,1.4923555170459224,0.16131581299276088,0.8686054919597951,101.94465577112351,1.6426443292074304,0.0330138964694357,1.6744717142793155,0.10435976083821882,4.1753699593282425
0.4102075942888351,0.9194754966095798,2.5697853362548906,0.13472583810040656,0.24872583720473432,296.7635177725727,1.7771311631114697,0.019792665857040682,0.15167114570449114,0.4216627214801051,4.549298575619258
0.5781954901444148,1.6975086566388644,1.123654037197685,0.2814993433606384,0.4877704158135665,619.3262100756764,2.0609429577702616,0.029685154582818805,0.055990103868715946,0.05421910747561387,0.43284931737085763
0.08465071200670593,1.5051298359456406,1.9237902224343062,0.2385872631889712,0.9680372400408528,558.4449828859995,1.0198729329927745,0.0245407810217386,0.6362953916488389,0.3224117816731112,7.769341674834849
0.2594021611577488,0.01939287109128318,1.9006911644919269,0.14386445293831374,0.40493072299654165,96.01018106087065,2.495260435756911,0.01656731217056017,0.7380413866341368,0.16781804084642055,3.4180161128227966
0.40591860290941856,0.7490060271894948,2.5826719867617856,0.3232886832930864,0.2352987921885357,564.0544424773519,2.0501702839897833,0.010755315318840818,0.1290227486084038,0.4334418404647178,1.5699019124592408
0.1430744130556602,1.932661687570067,1.4962980007395095,0.13604505001891967,0.6502832695702163,483.81352623410487,1.1785853983664656,0.02851099084887312,0.8473480981212417,0.36455219700653335,6.948322383613352
0.41006891551182384,0.35613705391808426,2.60894348111617,0.19524612029488703,0.6619158831350334,17.492856053867797,3.0559852456209873,0.012953814157382918,1.255173570991119,0.310028773890214,4.811263614548073
0.2640160013897584,0.17686984771172842,1.74892138296284,0.17636434108671237,0.4486592510165287,356.09756828985746,1.421797371326655,0.024925384958138355,1.0440134050398353,0.12588801712545653,8.458800307150941
1.1248156510064171,2.1110170807605657,2.969535998450679,0.49404975496276393,0.6134078335763371,408.89716234980904,3.305315782447679,0.013235612578969047,1.2112544952719315,0.09558829500266244,2.2569691888939136
0.45697975235331867,0.9960115070372964,2.6144572495121032,0.45161271964418354,0.5449689893044831,512.8797616925016,2.5191188573855623,0.02187948561144374,0.7948625019279253,0.27157548388810687,3.571669810055366
0.5910930361710747,1.4335401198297353,2.6629579572375013,0.3768122080231236,0.21266354876058013,391.3554751528493,2.553759244282719,0.021032337993385067,0.3601621644059577,0.3882874318091193,7.387081028446085
0.5906894636279043,0.7232632550342081,2.111140960482699,0.09863821780156287,0.527166011520313,170.69831747214096,3.3187128062161295,0.026737225431482742,2.3125762317338054,0.8666726758787637,2.9363935988471126
0.4314017278047067,1.719384647298457,1.5708532995793554,0.14448515064862893,0.6942119237948509,34.23822143608601,2.549002379696418,0.015540180449449255,0.4779637779815244,0.5558248758279526,2.8188472836604417
0.5114912091717501,6.07743357472029,3.5055431198007634,0.9119400503729173,0.23533731649013118,834.7838402627748,2.5152556736728324,0.019801048239812772,2.26320194038256,0.5983195432140895,3.0115126332003954
0.7435648422762651,0.6528242948376954,2.6515475146461993,0.3402639359016978,0.2909897413420684,45.372384158971784,2.3703307361560872,0.012504564094047004,1.198920513170831,0.06379608407279899,3.6349631597136276
0.09799659765867164,3.9948962753571253,3.9256111526889015,0.7804971915633785,0.5017623534591827,573.4737365247702,1.303605200091492,0.02355208266388284,0.7381736038916213,0.4386283441545684,9.744061999861582
0.4389947814993534,2.114307602161465,4.314420122259381,0.17093896884819543,0.7121475277245168,702.1664923562728,2.094838251362657,0.02467510653215481,0.7901758057828758,0.15149680709605579,8.05229390411719
0.29335584227278194,1.3261068814601604,4.343476699118704,0.25903097374303896,0.27625082414484836,290.16315549872445,2.587554197670624,0.018733175958591135,0.15661980460853453,0.5171250866727048,9.459549136350681
0.560322363042264,0.150964074526849,4.1890247922965305,0.17980512170401852,0.8884494822619224,592.842362136221,3.469033457180992,0.019909153723915777,1.4168361480417135,0.36736285459571305,3.8271675033429773
0.09962186837723386,0.2896583183482373,2.30145389213349,0.22280283665905654,0.5128512160011933,294.84030353967665,1.2413973935144507,0.018355051840192555,2.1486590344838077,0.42175069770821655,4.281696970292203
0.3682466193927183,0.9564291432364422,2.20919774877877,0.07743111104633912,1.0434392905693541,502.26521918491756,1.2643088483766758,0.03620661444677585,0.34887891451800723,0.40568996948681196,9.176124440584196
0.6071776293375966,0.703850703440174,2.6255583429297795,0.5511671855890603,1.096124726925895,148.3473597126979,3.558478161144999,0.024170211100577117,1.0580091506654208,0.04834013645281049,1.0027427444909294
0.5711993943764926,2.8148182630868863,3.4982026389835106,0.4233469719333527,0.42543081350129475,188.9042455435677,3.9797835703463704,0.01492066892842276,1.9968025788697923,0.5815548361105813,7.391302232256022
1.053156965021114,4.00359998096685,2.4095148479340764,0.6658576138490608,0.3309098767005917,569.4751534661982,3.538926439419564,0.028060672659373266,1.625212563383857,0.18643342682402403,0.5188045964691597
0.7135589057606837,5.905909410851583,2.867689316883611,0.6110823681696985,0.37406462616392777,335.75225533739217,3.7677074022633006,0.03699634302551479,0.9021392163153181,0.46837598938347014,6.584170753576744
0.28411047637379405,3.1466443598291436,3.2196506319474847,0.4326454256767779,0.6482617176455681,705.4122695702249,1.2892435293092888,0.05166586736244354,1.6880164607390524,0.37558386457893195,2.8255100536645212
0.37733382868118337,1.1488326409168093,2.6091525374827365,0.44630229871563665,1.3789490478616429,393.95197369809785,1.9574815748079657,0.020098249444213033,0.34054888116397075,0.5371665823310141,1.0826456156426656
1.0914972007012178,4.250253062964145,3.154803539670712,0.2693851435019878,0.40284891280445456,673.9632461926955,2.257802854342229,0.03129730131513996,1.9602144730550317,0.40342371101010643,7.600643328639911
0.6700827363835592,4.220686082232027,4.132093951858408,0.8131177170609062,0.5025299004227644,754.4658117157669,3.1266193429695934,0.02111179979156064,1.0813029108489436,0.8626049655674908,3.346625742620552
0.965008123015906,4.535084602292448,3.571086456623177,0.044190278300448305,0.5874943967449953,513.5937386138743,4.199119836468392,0.03168330838577519,3.439460395899925,0.9377817081525066,9.37707576565666
0.09414044731126459,0.03424141898040389,2.7679494730171004,0.07594373536933208,1.1087101480359718,559.0916093608002,2.0315050582340763,0.02160486083353605,0.36278672182565663,0.7869085819170627,7.009868646478999
0.4142735086124102,2.1576317306516404,4.366092273817989,0.30851646397050914,0.3649369949296184,627.6477167548355,2.1114877941387467,0.03240817503674803,1.6658227800661471,0.020908569329383897,4.385274774967906
0.4652829951147761,4.1630306379768305,2.954880657099556,0.756649592338853,0.4112119092094215,416.83502144794954,2.9964895315584905,0.028168791092588897,3.111849383697267,0.641675966281918,2.393545816363372
0.13415848728976004,1.2972943746993995,1.3662243109338221,0.7124893914429629,1.4967187883163182,33.92557161158567,1.5463310393225775,0.018304044190823796,0.03576169962386366,0.7110327064397299,4.8089395218584325
0.419956358500289,1.3330434506097888,3.5816809470292488,0.313907554653537,0.5257413449222426,578.1060982136186,3.143112365395778,0.03490505724986791,0.6769560085970557,0.9786017328924957,4.0817499750166295
0.3351203954661823,1.0399890008790529,3.888407177309855,0.03258840148390196,0.2593475041295715,45.59348002689643,3.8017388673660797,0.018903980226377178,1.0478838391604586,0.15624567440183745,8.302070099537362
0.4599624695400841,2.633627284284937,2.1239512807871783,0.4372549954763744,0.24652844285540226,68.23062083986258,1.5864599927545986,0.023984272148031623,2.8552479950490715,0.7054141150075792,2.562383532630618
0.8213349301042754,2.6469546103818633,4.1628551428980565,0.4218924006709837,0.38207927711001055,394.6180875252864,3.6652028485585184,0.01155577235260887,3.195693625490351,0.9899260416405373,4.571269335274208
1.3262713126996113,2.0791329190120607,1.801393023246895,0.2359752266471893,0.6405675137905553,62.67150898780943,4.494731217937927,0.018878928749900166,1.0805753792212285,0.4078898497249075,4.4949553724384295
1.1065625476660417,1.077124479554508,2.7459839230236716,0.07560884006042895,1.4104350455213548,759.4774928286233,2.0818041719733844,0.029326371554056076,0.09703718595330102,0.2863282684472118,2.3356196263200095
0.4011710778398849,0.09579003346249593,4.393355398175869,0.3615306270882628,1.6067152668667917,826.0909037610124,1.6979201375856587,0.0279401692673833,0.9803586010319589,0.2307447020096724,8.926732374988953
1.3369376779626267,6.577084613256018,3.1946633646974494,0.7091329002646471,0.2586482721476424,946.077106390931,3.9821008902637867,0.016758300109449994,1.2350956458268596,0.5250273296144092,6.668102283105437
0.9986350125503823,5.390613388414117,3.2113282692189116,0.6929924235241696,0.45314118320596203,819.9223153683248,2.547432925488872,0.02570470512706284,2.0475760062694652,0.9764845170330334,5.183080299008784
0.4689796919451039,0.4223236927898224,4.41414145667005,0.18301457549022712,0.7159199402675784,583.3368756801292,1.6200066415432657,0.021045633850834477,0.6060753313960645,0.6749618095925921,7.920699195709597
0.9862634999105333,0.3864410072030875,3.92864242091857,0.23895922680431905,0.9198644906682363,215.7010885768246,4.8606227224616765,0.01842966572640747,0.1499987899789612,0.17375394180055131,4.145494579679442
0.6799780086319106,4.291041639927785,3.430748208705154,0.8098472744096911,0.6757701298643067,939.1223009968203,1.8576124441469335,0.01714581366725769,1.1731699902947896,0.5860580932643081,8.030031591445141
0.5417378464219534,2.9793762099806846,2.204842709735757,0.2368649535713203,1.2271180254954355,884.9815164152822,1.4719837160109506,0.039895262803018916,0.3208667074428371,0.4077984523396901,5.0612015277841165
0.48068324037153487,6.128004831635428,2.699471575904409,1.7143427686979706,0.4720407588277526,536.5400219733358,1.6061980666130653,0.021977031632852213,3.310351102252514,1.2986508450604979,0.37996134399414405
0.24028825898412187,1.0112000396428364,3.8368406007782214,0.5104333342949516,1.3434576357284045,383.84571573566416,2.088359707786598,0.020381225936636188,0.511788346494686,0.8980890804784669,9.81636228183896
0.9498801255541407,2.3077162482376177,4.989421334830861,0.6464742810336686,0.73232695490326,460.9025011932247,3.5491287073035265,0.028665900055776614,1.7152854968949658,0.45258494620675493,2.8677944215465803
1.322212486393287,4.2618179151923785,3.2353255968860783,0.16877321123649833,0.6848664968505773,878.851844859412,2.2085757065271485,0.02034891996002286,2.8904451341511432,0.7902439840649839,5.119720598637933
0.8647949456725474,2.5914238210320852,3.298720937875826,0.6622855073239899,0.7313387905284743,299.6856700021184,3.99343335002083,0.024584348322231095,2.7697108827709815,1.4767733585283669,6.418987824165641
0.2188508728647659,1.0770437772879073,1.7791564840617886,0.38881907685604467,1.303877139443892,379.6168481871811,1.195950216074973,0.030499033023347482,0.3103464989731368,0.8928382006836995,4.3219736774052535
1.3976826749880278,5.755377241408267,3.5869445720501676,0.8978495419447916,0.6616391297329745,899.1327695333651,3.2870300391259715,0.020215818994135708,3.3932409066982925,1.3781108296626834,8.856513711068212
0.9368518555367132,0.013747510747696534,2.783481156683442,0.17796575039868398,1.63451107466258,377.8865641698982,4.3597534742628445,0.03427984512246694,0.9327849123535402,1.3255610573383871,4.373456768900189
0.9672700924201371,2.529791207733309,4.987479758961598,0.40198455924813054,0.306452740952853,778.1562359275397,1.7436597118298518,0.018035850222340603,3.048549979914687,0.5274761332879067,3.359615998492598
1.4633623033739194,6.477145322129884,3.8575390104217213,0.813964223490669,0.6770411619281252,995.7238989628947,3.0637945106537274,0.03702267315555636,2.7308804760121133,0.551948082459558,5.006686427646097
0.9280292420835443,4.2178984947109965,1.7773663240159363,0.7189476754051185,0.43502405398525285,100.43423757562385,3.9678638128645156,0.01807386953535537,3.993465410443178,0.944474907146112,4.155881419670828
0.09041956291228659,3.976753730721037,3.8031130097569124,0.5919759857347301,0.5211480454071307,924.8389953701367,2.7991274752079947,0.028654234661618913,1.308940844340385,1.2057767325630175,8.633818319512326
0.9593113507197204,2.7249684117832635,3.14907742831858,0.417259860471438,0.47415422618688896,369.0684860241279,4.4435989130813764,0.02326624042759085,0.5350462794049549,0.6503594181760283,1.6289348128431858
1.2270225758098992,4.346123958853917,4.681327491211249,0.5366210312561952,0.6224576847561578,808.1415670628697,4.323045343160439,0.016751183843423226,1.093775198780852,0.05750128955239775,8.02216173459726
0.6771560640030524,2.327249240278486,1.041197127838629,0.8835313560664539,1.4095777412364798,9.528064678135877,2.745349313882801,0.02253825432508133,1.601124499143566,0.014338457526748338,1.5901599807518156
0.2606691553491225,1.589857879972327,2.9235989103747593,0.7285668890270245,0.9153318912564558,275.17385422445847,1.451716395486951,0.02916679698203611,1.6316781964370972,0.2922537439284164,4.658147661849298
0.9652032546653861,7.4859635225545365,4.8863038443313185,0.6316350954447951,0.20954043621113505,844.1268797403193,2.2331994140546727,0.020460061934508035,3.960510232323145,0.6324637466842186,8.602562224728878
0.45732947542414654,0.1652593427931328,3.176234442046245,0.25236973122526685,1.8584258818172097,820.9881461820995,2.352388282838613,0.04464894796361403,3.7582151649236715,0.6551851045661883,0.5292728284441512
0.9138087780220929,3.2993821109850674,3.0055859068199062,0.19490241691253335,0.5400640217655893,572.0610603819815,2.563109342681698,0.036495455873125984,5.436636663580037,1.7319840919307665,1.0035603096851142
0.5879632389029088,3.980127750725967,2.4939815571130968,0.7716662540133634,0.5848669944917746,494.5447110957106,2.3600911524397343,0.011692239865081897,1.8912054284103204,0.46437383284354955,7.276878110671554
0.42324167733797546,1.3801354563236283,4.852915868192116,0.3063390370908309,0.7562580483670639,503.1780946479625,4.758116913528571,0.016173724800929677,0.9196227684061751,0.318431067658529,9.930810679470413
1.4136786012923226,5.084466765749448,2.792177388420383,1.0479465763621079,0.8701506229170778,367.06129505970307,2.2216402850116723,0.013391598310907225,4.777373965301192,0.7141229977793957,2.1152835776979266
1.1471865973558706,4.43297837410924,1.794693238340983,0.16139343467787665,1.2149626123236796,780.9425051784119,1.076704409582106,0.04571237815315423,4.853656731685051,3.5290888234227813,3.71170133901913
0.6730023804481113,5.8174455488812615,2.963559572513282,0.8729124184322675,0.5118754564194941,653.6467793747838,1.253463921597561,0.01431861314669266,3.7543349966395043,0.23817857729129854,8.112752702905706
0.3518222379299776,0.7837354473435814,4.8638199739458114,0.812513511590536,1.40740196888633,755.6313424356337,1.1674549452263023,0.03966461829608036,0.21591520315760304,0.45514261663082106,4.87736664878819
0.839975022640795,4.930726583801738,4.592843932007169,1.1673238511335216,0.699463474111943,886.531242559248,2.4613959039093563,0.03385291271748648,5.445425251792443,1.8230337376020342,0.477387778277512
1.2711484107556406,0.7812445787207185,4.235086397998196,0.15305489680141077,0.5490106174938261,191.7210932594523,4.898660993405631,0.023495771612821494,3.988448418465138,1.6482118073125243,1.6912905915941487
0.6395230278410213,2.9681334008098488,3.808346436443006,0.3325201048324379,0.5306261225870196,630.3813703158714,3.040599943226444,0.02390166112990301,0.8789411423286788,0.39755770390381756,7.502986285023315
1.1914472546460095,4.689114930571114,3.4224222916340157,0.6468507701850748,0.3837687651053415,469.29626050995824,2.092931715899371,0.016973428722900735,2.8855577829484886,0.8392890229630348,6.192768287229171
1.114978461113068,4.074276292552914,1.3247325201847828,0.09501067871312135,0.47852888460600324,616.1036704370927,1.9056432935150265,0.041364968560992914,3.4922801038148723,1.6994455742153283,0.3576166814491124
1.060872402996947,5.295504780009844,3.8176993838751354,0.9104646979233834,0.5812558399121646,870.4314801397476,3.2450705261621313,0.029191089062362487,4.234346432661241,0.7270980923042915,3.3725013303873173
0.12454796399284374,2.1119638512557874,4.956864857657878,0.7098133043590078,0.709639401403092,739.6677377580196,4.284810152523791,0.0309432620569512,3.3087970188732254,1.726511211289553,6.591484899238155
0.9384810908652991,1.416574158483749,3.0933878892991302,0.29960129162461197,0.5300812195202218,317.4092922436537,3.650349467744399,0.01593120389380721,2.3419946185726377,0.9383558323815498,5.031553388820528
1.2551481498418218,2.6394960695739877,4.013461058595821,0.8576336294949843,1.5720089748062485,689.8455256559477,1.1387581633148895,0.025198340682564147,1.0269657062141895,0.1581306708333572,6.149409493890347
1.0282806229186254,0.5455834922230123,2.8164488914313948,0.2889931716362348,1.224640376103225,28.104806705529995,4.340886655593355,0.019592058859338516,0.3432699094186631,0.3529549297727915,5.750087329922072
2.02275858779063,6.828076715006837,4.972135021628092,1.3282691848340054,0.6140991936242283,994.7781934892371,3.044834618176716,0.02028043962999858,3.4348627781683505,0.061551107493210355,4.335098263315761
0.5766342884630501,0.9329942501050308,4.689656005730842,0.042737366907728336,1.0573152080951678,394.00192579576435,2.925792793636484,0.026538268291287543,0.8767276382546607,1.4102090598029537,7.071539415043694
